"CLNR";"visit";"species"
11234;"K";"Lepraria rigidula"
11234;"K";"Melanelixia glabratula aggr."
11234;"K";"Melanohalea elegantula"
11234;"K";"Myriolecis persimilis"
11234;"K";"Parmelia sulcata"
11234;"K";"Phaeophyscia endophoenicea"
11234;"K";"Phaeophyscia orbicularis"
11234;"K";"Phlyctis argena"
11234;"K";"Physcia tenella"
11234;"K";"Pleurosticta acetabulum"
11234;"K";"Polycauliona candelaria"
11234;"K";"Punctelia subrudecta aggr."
11234;"K";"Rinodina efflorescens"
11234;"K";"Strangospora pinicola"
11234;"K";"Xanthoria parietina"
11319;"A";"Arthonia radiata"
11319;"A";"Buellia griseovirens"
11319;"A";"Coenogonium pineti"
11319;"A";"Graphis scripta"
11319;"A";"Hypogymnia physodes"
11319;"A";"Lecanora chlarotera"
11319;"A";"Lecanora conizaeoides"
11319;"A";"Lecanora leptyrodes"
11319;"A";"Lecidella elaeochroma aggr."
11319;"A";"Lepraria finkii"
11319;"A";"Lepraria incana"
11319;"A";"Melanelixia glabratula aggr."
11319;"A";"Opegrapha vulgata aggr."
11319;"A";"Parmelia sulcata"
11319;"A";"Phaeophyscia endophoenicea"
11319;"A";"Phlyctis argena"
11319;"A";"Physcia adscendens"
11379;"A";"Bacidina arnoldiana aggr."
11379;"A";"Buellia griseovirens"
11379;"A";"Candelariella reflexa"
11379;"A";"Candelariella xanthostigma"
11379;"A";"Hypogymnia physodes"
11379;"A";"Lecidella flavosorediata"
11379;"A";"Lepra albescens"
11379;"A";"Lepraria vouauxii"
11379;"A";"Parmelia sulcata"
11379;"A";"Phaeophyscia orbicularis"
11379;"A";"Phlyctis argena"
11379;"A";"Physcia tenella"
11379;"A";"Punctelia subrudecta aggr."
11379;"A";"Xanthoria parietina"
12062;"A";"Buellia griseovirens"
12062;"A";"Coenogonium pineti"
12062;"A";"Evernia prunastri"
12062;"A";"Graphis scripta"
12062;"A";"Lecanora conizaeoides"
12062;"A";"Lecidella subviridis"
12062;"A";"Lepraria eburnea"
12062;"A";"Lepraria elobata"
12062;"A";"Lepraria finkii"
12062;"A";"Lepraria incana"
12062;"A";"Lepraria jackii"
12062;"A";"Lepraria rigidula"
12062;"A";"Melanelixia glabratula aggr."
12062;"A";"Micarea prasina aggr."
12062;"A";"Parmelia sulcata"
12062;"A";"Parmeliopsis ambigua"
12062;"A";"Porina leptalea"
12062;"A";"Violella fucata"
12182;"A";"Arthonia spadicea"
12182;"A";"Coenogonium pineti"
12182;"A";"Graphis scripta"
12182;"A";"Hypogymnia physodes"
12182;"A";"Lepraria eburnea"
12182;"A";"Lepraria finkii"
12182;"A";"Lepraria rigidula"
12182;"A";"Melanelixia glabratula aggr."
12182;"A";"Micarea prasina aggr."
12182;"A";"Porina leptalea"
12182;"K";"Anisomeridium polypori"
12182;"K";"Arthonia radiata"
12182;"K";"Arthonia spadicea"
12182;"K";"Buellia griseovirens"
12182;"K";"Candelariella reflexa"
12182;"K";"Coenogonium pineti"
12182;"K";"Graphis scripta"
12182;"K";"Jamesiella anastomosans"
12182;"K";"Lecanora strobilina aggr."
12182;"K";"Lecidella elaeochroma aggr."
12182;"K";"Lecidella subviridis"
12182;"K";"Lepraria eburnea"
12182;"K";"Lepraria finkii"
12182;"K";"Lepraria rigidula"
12182;"K";"Melanelixia glabratula aggr."
12182;"K";"Micarea prasina aggr."
12182;"K";"Normandina pulchella"
12182;"K";"Phlyctis argena"
12182;"K";"Physcia tenella"
12182;"K";"Porina leptalea"
12182;"K";"Pseudosagedia aenea"
12182;"K";"Strigula stigmatella"
12664;"A";"Cladonia coniocraea aggr."
12664;"A";"Coenogonium pineti"
12664;"A";"Lepraria finkii"
12664;"A";"Lepraria rigidula"
12664;"A";"Micarea peliocarpa"
12664;"A";"Phlyctis argena"
12664;"A";"Pseudosagedia aenea"
13454;"A";"Candelariella reflexa"
13454;"A";"Hypogymnia physodes"
13454;"A";"Lecanora chlarotera"
13454;"A";"Lecanora conizaeoides"
13454;"A";"Lecidella subviridis"
13454;"A";"Melanelixia glabratula aggr."
13454;"A";"Parmelia sulcata"
13454;"A";"Phaeophyscia orbicularis"
13454;"A";"Physcia tenella"
13454;"A";"Pseudevernia furfuracea"
13658;"A";"Alyxoria varia aggr."
13658;"A";"Arthonia atra"
13658;"A";"Arthonia fuliginosa"
13658;"A";"Arthonia radiata"
13658;"A";"Arthonia spadicea"
13658;"A";"Bacidia rubella"
13658;"A";"Buellia griseovirens"
13658;"A";"Candelariella reflexa"
13658;"A";"Coenogonium pineti"
13658;"A";"Graphis scripta"
13658;"A";"Lecania naegelii"
13658;"A";"Lecanora carpinea"
13658;"A";"Lecanora strobilina aggr."
13658;"A";"Lecidella elaeochroma aggr."
13658;"A";"Lepra albescens"
13658;"A";"Lepraria eburnea"
13658;"A";"Lepraria finkii"
13658;"A";"Melanelixia glabratula aggr."
13658;"A";"Mycobilimbia epixanthoides/Lecania croatica"
13658;"A";"Normandina pulchella"
13658;"A";"Parmelia sulcata"
13658;"A";"Parmelina tiliacea"
13658;"A";"Phaeophyscia endophoenicea"
13658;"A";"Phlyctis argena"
13658;"A";"Physcia stellaris"
13658;"A";"Physcia tenella"
13658;"A";"Pseudosagedia aenea"
13658;"A";"Xanthoria parietina"
15033;"A";"Bacidina neosquamulosa"
15033;"A";"Caloplaca cerinella"
15033;"A";"Caloplaca holocarpa"
15033;"A";"Candelariella reflexa"
15033;"A";"Candelariella vitellina"
15033;"A";"Candelariella xanthostigma"
15033;"A";"Evernia prunastri"
15033;"A";"Flavopunctelia flaventior"
15033;"A";"Lecanora argentata"
15033;"A";"Lecanora carpinea"
15033;"A";"Lecanora symmicta aggr."
15033;"A";"Lecidella elaeochroma aggr."
15033;"A";"Lecidella flavosorediata"
15033;"A";"Melanelixia subaurifera"
15033;"A";"Melanohalea exasperata"
15033;"A";"Melanohalea exasperatula"
15033;"A";"Myriolecis persimilis"
15033;"A";"Myriolecis sambuci"
15033;"A";"Parmelia sulcata"
15033;"A";"Parmelina tiliacea"
15033;"A";"Phaeophyscia orbicularis"
15033;"A";"Physcia adscendens"
15033;"A";"Physcia stellaris"
15033;"A";"Physcia tenella"
15033;"A";"Polycauliona candelaria"
15033;"A";"Polycauliona polycarpa"
15033;"A";"Xanthoria parietina"
15033;"K";"Bacidina neosquamulosa"
15033;"K";"Candelariella reflexa"
15033;"K";"Candelariella vitellina"
15033;"K";"Candelariella xanthostigma"
15033;"K";"Lecanora argentata"
15033;"K";"Lecanora carpinea"
15033;"K";"Lecidella elaeochroma aggr."
15033;"K";"Lecidella flavosorediata"
15033;"K";"Lepra albescens"
15033;"K";"Melanohalea exasperatula"
15033;"K";"Myriolecis persimilis"
15033;"K";"Myriolecis sambuci"
15033;"K";"Parmelia sulcata"
15033;"K";"Parmelina tiliacea"
15033;"K";"Phaeophyscia orbicularis"
15033;"K";"Physcia adscendens"
15033;"K";"Physcia stellaris"
15033;"K";"Physcia tenella"
15033;"K";"Polycauliona candelaria"
15033;"K";"Punctelia subrudecta aggr."
15033;"K";"Scoliciosporum umbrinum"
15033;"K";"Xanthoria parietina"
15063;"A";"Buellia griseovirens"
15063;"A";"Coenogonium pineti"
15063;"A";"Graphis scripta"
15063;"A";"Hypogymnia physodes"
15063;"A";"Hypogymnia tubulosa"
15063;"A";"Lecanora strobilina aggr."
15063;"A";"Lepraria finkii"
15063;"A";"Lepraria rigidula"
15063;"A";"Melanelixia glabratula aggr."
15063;"A";"Micarea prasina aggr."
15063;"A";"Parmelia sulcata"
15063;"A";"Phlyctis argena"
15063;"A";"Pseudosagedia aenea"
15063;"A";"Ramalina fastigiata"
15157;"A";"Buellia griseovirens"
15157;"A";"Candelariella reflexa"
15157;"A";"Coenogonium pineti"
15157;"A";"Hypogymnia physodes"
15157;"A";"Jamesiella anastomosans"
15157;"A";"Lecanora chlarotera"
15157;"A";"Lecanora conizaeoides"
15157;"A";"Lecanora pulicaris"
15157;"A";"Lepraria eburnea"
15157;"A";"Lepraria finkii"
15157;"A";"Lepraria rigidula"
15157;"A";"Melanohalea exasperatula"
15157;"A";"Parmelia saxatilis aggr."
15157;"A";"Parmelia sulcata"
15157;"A";"Phaeophyscia orbicularis"
15157;"A";"Physcia adscendens"
15157;"A";"Physcia tenella"
15157;"A";"Pseudevernia furfuracea"
15157;"A";"Pseudosagedia aenea"
15157;"A";"Punctelia subrudecta aggr."
15157;"A";"Scoliciosporum chlorococcum"
15157;"A";"Xanthoria parietina"
15924;"A";"Bacidina arnoldiana aggr."
15924;"A";"Hypogymnia physodes"
15924;"A";"Lepraria finkii"
15924;"A";"Melanelixia glabratula aggr."
15924;"A";"Parmelia sulcata"
16008;"A";"Arthonia radiata"
16008;"A";"Arthonia spadicea"
16008;"A";"Buellia griseovirens"
16008;"A";"Candelariella reflexa"
16008;"A";"Catillaria nigroclavata"
16008;"A";"Coenogonium pineti"
16008;"A";"Graphis scripta"
16008;"A";"Lecanora argentata"
16008;"A";"Lecanora carpinea"
16008;"A";"Lecanora chlarotera"
16008;"A";"Lecanora pulicaris"
16008;"A";"Lecidella albida"
16008;"A";"Lecidella elaeochroma aggr."
16008;"A";"Lecidella subviridis"
16008;"A";"Lepraria eburnea"
16008;"A";"Lepraria elobata"
16008;"A";"Lepraria rigidula"
16008;"A";"Melanelixia glabratula aggr."
16008;"A";"Micarea prasina aggr."
16008;"A";"Parmelia sulcata"
16008;"A";"Phlyctis argena"
16008;"A";"Physcia tenella"
16008;"A";"Porina leptalea"
16008;"A";"Scoliciosporum sarothamni"
16008;"A";"Scoliciosporum umbrinum"
16008;"A";"Violella fucata"
16008;"K";"Arthonia radiata"
16008;"K";"Bacidina arnoldiana aggr."
16008;"K";"Buellia griseovirens"
16008;"K";"Caloplaca cerinelloides"
16008;"K";"Caloplaca ferruginea/hungarica"
16008;"K";"Candelariella reflexa"
16008;"K";"Candelariella xanthostigma"
16008;"K";"Catillaria nigroclavata"
16008;"K";"Coenogonium pineti"
16008;"K";"Graphis scripta"
16008;"K";"Jamesiella anastomosans"
16008;"K";"Lecania naegelii"
16008;"K";"Lecanora carpinea"
16008;"K";"Lecanora chlarotera"
16008;"K";"Lecanora intumescens"
16008;"K";"Lecanora pulicaris"
16008;"K";"Lecidella albida"
16008;"K";"Lecidella elaeochroma aggr."
16008;"K";"Lecidella flavosorediata"
16008;"K";"Lecidella subviridis"
16008;"K";"Lepraria elobata"
16008;"K";"Lepraria finkii"
16008;"K";"Lepraria jackii"
16008;"K";"Lepraria rigidula"
16008;"K";"Melanelixia glabratula aggr."
16008;"K";"Micarea prasina aggr."
16008;"K";"Myriolecis persimilis"
16008;"K";"Normandina pulchella"
16008;"K";"Parmelia sulcata"
16008;"K";"Parmelina tiliacea"
16008;"K";"Phaeophyscia endophoenicea"
16008;"K";"Phlyctis argena"
16008;"K";"Physcia adscendens"
16008;"K";"Physcia tenella"
16008;"K";"Polycauliona candelaria"
16008;"K";"Scoliciosporum gallurae"
16008;"K";"Xanthoria parietina"
16654;"A";"Arthonia didyma"
16654;"A";"Candelariella reflexa"
16654;"A";"Graphis scripta"
16654;"A";"Lecanora carpinea"
16654;"A";"Lecanora chlarotera"
16654;"A";"Lecanora conizaeoides"
16654;"A";"Lecidella albida"
16654;"A";"Lecidella elaeochroma aggr."
16654;"A";"Lepraria finkii"
16654;"A";"Lepraria rigidula"
16654;"A";"Micarea prasina aggr."
16654;"A";"Phaeophyscia endophoenicea"
16654;"A";"Phlyctis argena"
16654;"A";"Porina leptalea"
16658;"A";"Candelariella reflexa"
16658;"A";"Candelariella vitellina"
16658;"A";"Hypogymnia physodes"
16658;"A";"Lecanora chlarotera"
16658;"A";"Lecanora saligna"
16658;"A";"Lecidella elaeochroma aggr."
16658;"A";"Lepraria rigidula"
16658;"A";"Melanelixia glabratula aggr."
16658;"A";"Melanelixia subargentifera"
16658;"A";"Melanohalea elegantula"
16658;"A";"Melanohalea exasperata"
16658;"A";"Melanohalea exasperatula"
16658;"A";"Parmelia sulcata"
16658;"A";"Parmelina tiliacea"
16658;"A";"Phlyctis argena"
16658;"A";"Physcia adscendens"
16658;"A";"Physcia aipolia"
16658;"A";"Physcia tenella"
16658;"A";"Pleurosticta acetabulum"
16658;"A";"Polycauliona candelaria"
16658;"A";"Polycauliona polycarpa"
16658;"A";"Pseudevernia furfuracea"
16658;"A";"Punctelia subrudecta aggr."
16658;"A";"Xanthoria parietina"
16690;"A";"Buellia griseovirens"
16690;"A";"Coenogonium pineti"
16690;"A";"Graphis scripta"
16690;"A";"Hypogymnia physodes"
16690;"A";"Lecanora conizaeoides"
16690;"A";"Lecidella subviridis"
16690;"A";"Lepraria rigidula"
16690;"A";"Melanelixia glabratula aggr."
16690;"A";"Micarea prasina aggr."
16690;"A";"Parmelia sulcata"
16796;"A";"Candelariella reflexa"
16796;"A";"Lecanora hagenii aggr."
16796;"A";"Melanohalea exasperatula"
16796;"A";"Phaeophyscia orbicularis"
16796;"A";"Physcia adscendens"
16796;"A";"Physcia tenella"
16796;"A";"Xanthoria parietina"
17503;"A";"Amandinea punctata"
17503;"A";"Bacidina neosquamulosa"
17503;"A";"Buellia griseovirens"
17503;"A";"Candelaria concolor/pacifica"
17503;"A";"Candelariella reflexa"
17503;"A";"Hyperphyscia adglutinata"
17503;"A";"Hypogymnia physodes"
17503;"A";"Lecania naegelii"
17503;"A";"Lecanora chlarotera"
17503;"A";"Lecanora hagenii aggr."
17503;"A";"Lecanora pulicaris"
17503;"A";"Lecanora symmicta aggr."
17503;"A";"Lecidella elaeochroma aggr."
17503;"A";"Lecidella flavosorediata"
17503;"A";"Melanelixia glabratula aggr."
17503;"A";"Melanohalea exasperatula"
17503;"A";"Myriolecis persimilis"
17503;"A";"Parmelia sulcata"
17503;"A";"Phaeophyscia endophoenicea"
17503;"A";"Phlyctis argena"
17503;"A";"Physcia aipolia"
17503;"A";"Physcia stellaris"
17503;"A";"Physcia tenella"
17503;"A";"Physconia distorta"
17503;"A";"Polycauliona candelaria"
17503;"A";"Rinodina polysporoides"
17503;"A";"Scoliciosporum sarothamni"
17503;"A";"Xanthoria parietina"
17503;"K";"Amandinea punctata"
17503;"K";"Candelariella reflexa"
17503;"K";"Hyperphyscia adglutinata"
17503;"K";"Lecania naegelii"
17503;"K";"Lecanora carpinea"
17503;"K";"Lecanora chlarotera"
17503;"K";"Lecanora hagenii aggr."
17503;"K";"Lecidella elaeochroma aggr."
17503;"K";"Lecidella flavosorediata"
17503;"K";"Melanelixia subaurifera"
17503;"K";"Melanohalea exasperatula"
17503;"K";"Myriolecis persimilis"
17503;"K";"Normandina pulchella"
17503;"K";"Parmelia sulcata"
17503;"K";"Parmelina tiliacea"
17503;"K";"Phaeophyscia endophoenicea"
17503;"K";"Phlyctis argena"
17503;"K";"Physcia adscendens"
17503;"K";"Physcia aipolia"
17503;"K";"Physcia tenella"
17503;"K";"Physconia distorta"
17503;"K";"Polycauliona candelaria"
17503;"K";"Punctelia subrudecta aggr."
17503;"K";"Xanthoria parietina"
17547;"A";"Hypogymnia physodes"
17547;"A";"Lecanora conizaeoides"
17547;"A";"Parmelia sulcata"
17601;"A";"Buellia griseovirens"
17601;"A";"Buellia schaereri"
17601;"A";"Candelariella reflexa"
17601;"A";"Coenogonium pineti"
17601;"A";"Flavoparmelia caperata"
17601;"A";"Hypogymnia physodes"
17601;"A";"Jamesiella anastomosans"
17601;"A";"Lecanora conizaeoides"
17601;"A";"Lecanora saligna"
17601;"A";"Lecanora strobilina aggr."
17601;"A";"Lepraria finkii"
17601;"A";"Melanelixia glabratula aggr."
17601;"A";"Micarea prasina aggr."
17601;"A";"Parmelia sulcata"
17601;"A";"Parmeliopsis ambigua"
17601;"A";"Phaeophyscia orbicularis"
17601;"A";"Phlyctis argena"
17601;"A";"Physcia adscendens"
17601;"A";"Physcia tenella"
17601;"A";"Placynthiella dasaea"
17601;"A";"Polycauliona candelaria"
17601;"A";"Pseudevernia furfuracea"
17601;"A";"Punctelia subrudecta aggr."
18258;"A";"Amandinea punctata"
18258;"A";"Xanthomendoza fulva"
18364;"A";"Arthonia atra"
18364;"A";"Arthonia radiata"
18364;"A";"Bacidia rubella"
18364;"A";"Coenogonium pineti"
18364;"A";"Graphis scripta"
18364;"A";"Lecanora barkmaniana"
18364;"A";"Lecanora conizaeoides"
18364;"A";"Lecanora strobilina aggr."
18364;"A";"Lecidella albida"
18364;"A";"Lepraria elobata"
18364;"A";"Lepraria finkii"
18364;"A";"Lepraria rigidula"
18364;"A";"Melanelixia glabratula aggr."
18364;"A";"Phlyctis argena"
18364;"A";"Porina leptalea"
18364;"A";"Pseudosagedia aenea"
18364;"A";"Xylopsora caradocensis"
19167;"A";"Anisomeridium polypori"
19167;"A";"Arthonia didyma"
19167;"A";"Arthonia ruana"
19167;"A";"Arthonia spadicea"
19167;"A";"Bacidina arnoldiana aggr."
19167;"A";"Buellia disciformis"
19167;"A";"Buellia griseovirens"
19167;"A";"Caloplaca cerinella"
19167;"A";"Candelariella reflexa"
19167;"A";"Coenogonium pineti"
19167;"A";"Graphis scripta"
19167;"A";"Lecania fuscella"
19167;"A";"Lecania naegelii"
19167;"A";"Lecanora argentata"
19167;"A";"Lecanora chlarotera"
19167;"A";"Lecanora conizaeoides"
19167;"A";"Lecanora saligna"
19167;"A";"Lecidella albida"
19167;"A";"Lecidella elaeochroma aggr."
19167;"A";"Lecidella subviridis"
19167;"A";"Lepraria elobata"
19167;"A";"Lepraria finkii"
19167;"A";"Lepraria rigidula"
19167;"A";"Melanelixia glabratula aggr."
19167;"A";"Melanelixia subaurifera"
19167;"A";"Micarea prasina aggr."
19167;"A";"Myriolecis sambuci"
19167;"A";"Opegrapha sp.1"
19167;"A";"Opegrapha vulgata aggr."
19167;"A";"Parmelia sulcata"
19167;"A";"Pertusaria pupillaris"
19167;"A";"Phlyctis argena"
19167;"A";"Physcia tenella"
19167;"A";"Piccolia ochrophora"
19167;"A";"Porina leptalea"
19167;"A";"Protoparmelia hypotremella"
19167;"A";"Pseudosagedia aenea"
19167;"A";"Pyrenula nitida"
19167;"A";"Scoliciosporum chlorococcum"
19167;"A";"Xanthoria parietina"
19175;"A";"Anisomeridium polypori"
19175;"A";"Arthonia atra"
19175;"A";"Arthonia didyma"
19175;"A";"Arthonia radiata"
19175;"A";"Arthonia spadicea"
19175;"A";"Buellia griseovirens"
19175;"A";"Candelariella reflexa"
19175;"A";"Coenogonium pineti"
19175;"A";"Graphis scripta"
19175;"A";"Jamesiella anastomosans"
19175;"A";"Lecanora argentata"
19175;"A";"Lecanora chlarotera"
19175;"A";"Lecanora conizaeoides"
19175;"A";"Lecanora hagenii aggr."
19175;"A";"Lecanora intumescens"
19175;"A";"Lecanora strobilina aggr."
19175;"A";"Lecidella elaeochroma aggr."
19175;"A";"Lecidella subviridis"
19175;"A";"Lepraria elobata"
19175;"A";"Lepraria finkii"
19175;"A";"Lepraria incana"
19175;"A";"Melanelixia glabratula aggr."
19175;"A";"Melanelixia subaurifera"
19175;"A";"Micarea prasina aggr."
19175;"A";"Normandina pulchella"
19175;"A";"Opegrapha sp.1"
19175;"A";"Opegrapha vulgata aggr."
19175;"A";"Parmelia sulcata"
19175;"A";"Parmelina tiliacea"
19175;"A";"Parmeliopsis ambigua"
19175;"A";"Phaeophyscia endophoenicea"
19175;"A";"Phlyctis argena"
19175;"A";"Physcia tenella"
19175;"A";"Placynthiella dasaea"
19175;"A";"Pseudosagedia aenea"
19175;"A";"Scoliciosporum sarothamni"
19327;"A";"Arthonia didyma"
19327;"A";"Arthonia radiata"
19327;"A";"Arthonia ruana"
19327;"A";"Bacidina arnoldiana aggr."
19327;"A";"Candelariella reflexa"
19327;"A";"Chaenotheca furfuracea"
19327;"A";"Coenogonium pineti"
19327;"A";"Graphis scripta"
19327;"A";"Lepraria eburnea"
19327;"A";"Lepraria finkii"
19327;"A";"Lepraria jackii"
19327;"A";"Melanelixia glabratula aggr."
19327;"A";"Menegazzia terebrata"
19327;"A";"Micarea prasina aggr."
19327;"A";"Parmelia sulcata"
19327;"A";"Phlyctis argena"
19327;"A";"Physcia adscendens"
19327;"A";"Physcia stellaris"
19327;"A";"Physcia tenella"
19327;"A";"Porina leptalea"
19327;"A";"Pseudosagedia aenea"
19327;"A";"Xanthoria parietina"
19445;"A";"Candelaria concolor/pacifica"
19445;"A";"Physcia adscendens"
19445;"A";"Xanthoria parietina"
20009;"A";"Amandinea punctata"
20009;"A";"Arthonia radiata"
20009;"A";"Arthonia ruana"
20009;"A";"Bacidina arnoldiana aggr."
20009;"A";"Buellia griseovirens"
20009;"A";"Candelariella reflexa"
20009;"A";"Cladonia coniocraea aggr."
20009;"A";"Coenogonium pineti"
20009;"A";"Graphis scripta"
20009;"A";"Lecanora chlarotera"
20009;"A";"Lecanora strobilina aggr."
20009;"A";"Lecidella albida"
20009;"A";"Lepraria finkii"
20009;"A";"Lepraria rigidula"
20009;"A";"Melanelixia glabratula aggr."
20009;"A";"Micarea prasina aggr."
20009;"A";"Parmelia sulcata"
20009;"A";"Phlyctis argena"
20009;"A";"Scoliciosporum chlorococcum"
20077;"A";"Bacidina arnoldiana aggr."
20077;"A";"Buellia griseovirens"
20077;"A";"Candelariella reflexa"
20077;"A";"Lecania naegelii"
20077;"A";"Lecanora carpinea"
20077;"A";"Lecanora hagenii aggr."
20077;"A";"Lecanora saligna"
20077;"A";"Lecanora symmicta aggr."
20077;"A";"Lecidella elaeochroma aggr."
20077;"A";"Lepraria finkii"
20077;"A";"Melanelixia glabratula aggr."
20077;"A";"Parmelia sulcata"
20077;"A";"Phlyctis argena"
20077;"A";"Physcia adscendens"
20077;"A";"Physcia tenella"
20077;"A";"Polycauliona polycarpa"
20077;"A";"Punctelia subrudecta aggr."
20077;"A";"Xanthoria parietina"
21771;"A";"Arthonia radiata"
21771;"A";"Chaenotheca furfuracea"
21771;"A";"Coenogonium pineti"
21771;"A";"Graphis scripta"
21771;"A";"Lepraria eburnea"
21771;"A";"Lepraria finkii"
21771;"A";"Micarea prasina aggr."
21771;"A";"Opegrapha vulgata aggr."
21771;"A";"Opegrapha vulgata aggr."
21771;"A";"Phlyctis argena"
21771;"A";"Porina leptalea"
21771;"A";"Pseudosagedia aenea"
21771;"A";"Reichlingia leopoldii"
21771;"A";"Zwackhia viridis"
21801;"A";"Anisomeridium polypori"
21801;"A";"Arthonia atra"
21801;"A";"Arthonia radiata"
21801;"A";"Arthonia spadicea"
21801;"A";"Bacidia rubella"
21801;"A";"Bacidina arnoldiana aggr."
21801;"A";"Buellia griseovirens"
21801;"A";"Caloplaca cerinella"
21801;"A";"Candelariella reflexa"
21801;"A";"Candelariella xanthostigma"
21801;"A";"Catillaria nigroclavata"
21801;"A";"Coenogonium pineti"
21801;"A";"Graphis scripta"
21801;"A";"Lecania naegelii"
21801;"A";"Lecanora carpinea"
21801;"A";"Lecanora chlarotera"
21801;"A";"Lecanora expallens"
21801;"A";"Lecanora leptyrodes"
21801;"A";"Lecanora pulicaris"
21801;"A";"Lecidella albida"
21801;"A";"Lecidella elaeochroma aggr."
21801;"A";"Lepraria eburnea"
21801;"A";"Lepraria finkii"
21801;"A";"Melanelixia glabratula aggr."
21801;"A";"Melanelixia subaurifera"
21801;"A";"Normandina pulchella"
21801;"A";"Parmelia saxatilis aggr."
21801;"A";"Parmelia sulcata"
21801;"A";"Parmelina pastillifera"
21801;"A";"Phaeophyscia endophoenicea"
21801;"A";"Phlyctis argena"
21801;"A";"Physcia tenella"
21801;"A";"Pseudosagedia aenea"
21801;"A";"Pseudoschismatomma rufescens"
21801;"A";"Xanthoria parietina"
21823;"A";"Arthonia didyma"
21823;"A";"Arthonia radiata"
21823;"A";"Bacidina arnoldiana aggr."
21823;"A";"Bacidina arnoldiana aggr."
21823;"A";"Buellia griseovirens"
21823;"A";"Candelariella reflexa"
21823;"A";"Candelariella xanthostigma"
21823;"A";"Catillaria nigroclavata"
21823;"A";"Evernia prunastri"
21823;"A";"Graphis scripta"
21823;"A";"Lecania cyrtella"
21823;"A";"Lecanora argentata"
21823;"A";"Lecanora carpinea"
21823;"A";"Lecanora chlarotera"
21823;"A";"Lecanora saligna"
21823;"A";"Lecidella albida"
21823;"A";"Lecidella elaeochroma aggr."
21823;"A";"Lecidella subviridis"
21823;"A";"Lepraria elobata"
